Ref_Date,GEO,AGE,SEX,MHWBPROF,UNIT,Value
2002,Canada,65 years and over,Males,"Any measured disorder or substance dependence, not stated","High 95% confidence interval, percent",6.2
2002,Canada,65 years and over,Males,"Any measured disorder or substance dependence, not stated",Coefficient of variation for percent,11.2
2002,Canada,65 years and over,Males,Total population for the variable suicidal thoughts,Number of persons,1631644
2002,Canada,65 years and over,Males,Total population for the variable suicidal thoughts,"Low 95% confidence interval, number of persons",1631644
2002,Canada,65 years and over,Males,Total population for the variable suicidal thoughts,"High 95% confidence interval, number of persons",1631644
2002,Canada,65 years and over,Males,Total population for the variable suicidal thoughts,Coefficient of variation for number of persons,0
2002,Canada,65 years and over,Males,Total population for the variable suicidal thoughts,Percent,100
2002,Canada,65 years and over,Males,Total population for the variable suicidal thoughts,"Low 95% confidence interval, percent",100
2002,Canada,65 years and over,Males,Total population for the variable suicidal thoughts,"High 95% confidence interval, percent",100
2002,Canada,65 years and over,Males,Total population for the variable suicidal thoughts,Coefficient of variation for percent,0
2002,Canada,65 years and over,Males,Suicidal thoughts in past 12 months,Number of persons,20804
2002,Canada,65 years and over,Males,Suicidal thoughts in past 12 months,"Low 95% confidence interval, number of persons",12587
2002,Canada,65 years and over,Males,Suicidal thoughts in past 12 months,"High 95% confidence interval, number of persons",29022
2002,Canada,65 years and over,Males,Suicidal thoughts in past 12 months,Coefficient of variation for number of persons,20.2
2002,Canada,65 years and over,Males,Suicidal thoughts in past 12 months,Percent,1.3
2002,Canada,65 years and over,Males,Suicidal thoughts in past 12 months,"Low 95% confidence interval, percent",0.8
2002,Canada,65 years and over,Males,Suicidal thoughts in past 12 months,"High 95% confidence interval, percent",1.8
2002,Canada,65 years and over,Males,Suicidal thoughts in past 12 months,Coefficient of variation for percent,20.2
2002,Canada,65 years and over,Males,No suicidal thoughts in past 12 months,Number of persons,1607403
2002,Canada,65 years and over,Males,No suicidal thoughts in past 12 months,"Low 95% confidence interval, number of persons",1598767
2002,Canada,65 years and over,Males,No suicidal thoughts in past 12 months,"High 95% confidence interval, number of persons",1616039
2002,Canada,65 years and over,Males,No suicidal thoughts in past 12 months,Coefficient of variation for number of persons,0.3
2002,Canada,65 years and over,Males,No suicidal thoughts in past 12 months,Percent,98.5
2002,Canada,65 years and over,Males,No suicidal thoughts in past 12 months,"Low 95% confidence interval, percent",98
2002,Canada,65 years and over,Males,No suicidal thoughts in past 12 months,"High 95% confidence interval, percent",99
2002,Canada,65 years and over,Males,No suicidal thoughts in past 12 months,Coefficient of variation for percent,0.3
2002,Canada,65 years and over,Males,"Suicidal thoughts, not stated",Number of persons,F
2002,Canada,65 years and over,Males,"Suicidal thoughts, not stated","Low 95% confidence interval, number of persons",F
2002,Canada,65 years and over,Males,"Suicidal thoughts, not stated","High 95% confidence interval, number of persons",F
2002,Canada,65 years and over,Males,"Suicidal thoughts, not stated",Coefficient of variation for number of persons,F
2002,Canada,65 years and over,Males,"Suicidal thoughts, not stated",Percent,F
2002,Canada,65 years and over,Males,"Suicidal thoughts, not stated","Low 95% confidence interval, percent",F
2002,Canada,65 years and over,Males,"Suicidal thoughts, not stated","High 95% confidence interval, percent",F
2002,Canada,65 years and over,Males,"Suicidal thoughts, not stated",Coefficient of variation for percent,F
2002,Canada,65 years and over,Males,Total population for the variable risk of gambling problem,Number of persons,1631644
2002,Canada,65 years and over,Males,Total population for the variable risk of gambling problem,"Low 95% confidence interval, number of persons",1631644
2002,Canada,65 years and over,Males,Total population for the variable risk of gambling problem,"High 95% confidence interval, number of persons",1631644
2002,Canada,65 years and over,Males,Total population for the variable risk of gambling problem,Coefficient of variation for number of persons,0
2002,Canada,65 years and over,Males,Total population for the variable risk of gambling problem,Percent,100
2002,Canada,65 years and over,Males,Total population for the variable risk of gambling problem,"Low 95% confidence interval, percent",100
2002,Canada,65 years and over,Males,Total population for the variable risk of gambling problem,"High 95% confidence interval, percent",100
2002,Canada,65 years and over,Males,Total population for the variable risk of gambling problem,Coefficient of variation for percent,0
2002,Canada,65 years and over,Males,Persons who do not consider themselves a gambler,Number of persons,468280
2002,Canada,65 years and over,Males,Persons who do not consider themselves a gambler,"Low 95% confidence interval, number of persons",431287
2002,Canada,65 years and over,Males,Persons who do not consider themselves a gambler,"High 95% confidence interval, number of persons",505273
2002,Canada,65 years and over,Males,Persons who do not consider themselves a gambler,Coefficient of variation for number of persons,4
2002,Canada,65 years and over,Males,Persons who do not consider themselves a gambler,Percent,28.7
2002,Canada,65 years and over,Males,Persons who do not consider themselves a gambler,"Low 95% confidence interval, percent",26.4
2002,Canada,65 years and over,Males,Persons who do not consider themselves a gambler,"High 95% confidence interval, percent",31
2002,Canada,65 years and over,Males,Persons who do not consider themselves a gambler,Coefficient of variation for percent,4
2002,Canada,65 years and over,Males,Non-gambler,Number of persons,420468
2002,Canada,65 years and over,Males,Non-gambler,"Low 95% confidence interval, number of persons",386278
